timestamp,anomaly_alerts,UNIX_NETWORK@SPS,JVM@SPS,JVM@HIST,CENTOS@SPS,CENTOS@HIST,COMPOSITION@SPS,details
0.0,0,0,0,0,0,0,0,
1.0,6,2,2,0,1,0,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@CurrentThreadUserTime|
2.0,7,3,1,0,2,0,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
3.0,5,2,0,0,2,0,1,SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
4.0,7,2,1,2,1,1,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CommittedVirtualMemorySize|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,5,1,1,2,0,1,0,SPSDetector@Tcp_Listen|HistoricalIndicatorChecker@CPU I/O Wait Processes|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CommittedVirtualMemorySize|HistoricalIndicatorChecker@ProcessCpuLoad|
6.0,4,2,0,0,2,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
7.0,5,3,0,0,2,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
8.0,3,1,0,0,2,0,0,SPSDetector@Tcp_Listen|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
9.0,0,0,0,0,0,0,0,
10.0,0,0,0,0,0,0,0,
11.0,3,0,1,0,2,0,0,SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@CurrentThreadUserTime|
12.0,5,4,1,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@CurrentThreadUserTime|
13.0,4,4,0,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|
14.0,3,2,0,0,1,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Buffers|
15.0,5,2,1,0,1,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Buffers|SPSDetector@CurrentThreadUserTime|
16.0,4,1,1,0,1,0,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Buffers|SPSDetector@CurrentThreadUserTime|
17.0,1,0,0,0,1,0,0,SPSDetector@Buffers|
18.0,3,0,0,2,1,0,0,SPSDetector@Buffers|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
19.0,0,0,0,0,0,0,0,
20.0,2,0,0,0,1,0,1,SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Buffers|
21.0,4,0,1,2,1,0,0,SPSDetector@Buffers|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@CurrentThreadUserTime|
22.0,1,0,1,0,0,0,0,SPSDetector@CurrentThreadUserTime|
23.0,0,0,0,0,0,0,0,
24.0,1,0,0,0,0,1,0,HistoricalIndicatorChecker@CPU I/O Wait Processes|
25.0,1,1,0,0,0,0,0,SPSDetector@Tcp_Listen|
26.0,0,0,0,0,0,0,0,
27.0,3,0,1,2,0,0,0,HistoricalIndicatorChecker@SystemCpuLoad|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@CurrentThreadUserTime|
28.0,2,0,0,2,0,0,0,HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
29.0,1,0,1,0,0,0,0,SPSDetector@CurrentThreadUserTime|
30.0,9,4,0,4,0,0,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@SystemCpuLoad|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
