timestamp,anomaly_alerts,UNIX_NETWORK@SPS,JVM@SPS,JVM@HIST,CENTOS@SPS,CENTOS@HIST,COMPOSITION@SPS,details
0.0,0,0,0,0,0,0,0,
1.0,8,3,2,0,2,0,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@ProcessCpuLoad|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@CurrentThreadUserTime|
2.0,6,3,1,0,0,1,1,SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@ProcessCpuLoad|HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|
3.0,9,3,0,2,2,1,1,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|HistoricalIndicatorChecker@CPU I/O Wait Processes|SPSDetector@Tcp_Syn|SPSDetector@Activated Virtual Pages|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|SPSDetector@Active Files|
4.0,6,4,0,2,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|HistoricalIndicatorChecker@ProcessCpuLoad|HistoricalIndicatorChecker@ProcessCpuLoad|
5.0,5,4,1,0,0,0,0,SPSDetector@Tcp_Listen|SPSDetector@Tcp_Listen|SPSDetector@Tcp_Syn|SPSDetector@Tcp_Syn|SPSDetector@CommittedVirtualMemorySize|
6.0,4,0,1,0,2,0,1,SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Activated Virtual Pages|SPSDetector@CommittedVirtualMemorySize|SPSDetector@Active Files|
7.0,3,0,0,0,2,0,1,SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|
8.0,4,0,1,0,2,0,1,SPSDetector@(Tcp_Listen#DIFFERENCE#UNIX_NETWORK)/(Tcp_Syn#DIFFERENCE#UNIX_NETWORK)|SPSDetector@Activated Virtual Pages|SPSDetector@Active Files|SPSDetector@CurrentThreadUserTime|
9.0,0,0,0,0,0,0,0,
10.0,1,0,1,0,0,0,0,SPSDetector@CurrentThreadUserTime|
11.0,2,0,2,0,0,0,0,SPSDetector@CommittedVirtualMemorySize|SPSDetector@CurrentThreadUserTime|
