algorithm,training,,,,,,,,,,,,,,scores,,,,,,
algorithm,avg,med,std,configurations,avg_tot,med_tot,std_tot,train_experiments,avg_exp,med_exp,std_exp,avg_exp_tot,med_exp_tot,std_exp_tot,rate_pos,rate_score,pr10,pr30,pr50,pr100,
KMEANS,6.626637554585153,2.0,582.2164956808633,0.0,6.626637554585153,2.0,582.2164956808633,15.0,0.4417758369723416,0.13333333333333333,2.587628869692689,0.4417758369723416,0.13333333333333333,2.587628869692689,105111.0,0.0,1.0,1.0,1.0,1.0,
